"Compound","Compound ID","Accepted?","Adducts","Formula","Score","Fragmentation Score","Mass Error (ppm)","Isotope Similarity","Theoretical Isotope Distribution","Link","Description","Neutral mass (Da)","m/z","Charge","Retention time (min)","Max Fold Change" 
"9.44_325.2380m/z","CSID9987",,"M+FA-H","C18H32O2","38.4","0","-1.57706873391186","94.0412017394236","100 - 19.9 - 2.29 - 0.193","http://nonlinear.com/redirect/outbound?p=chemspider&param=9987","Malvalic acid",,"325.237994911889","1","9.44076666666667","Infinity"
"9.45_367.2152m/z","CSID121878",,"2M-H","C10H16O3","36.5","0","6.98959930144539","90.1636569271242","100 - 11.1 - 1.18","http://nonlinear.com/redirect/outbound?p=chemspider&param=121878","5,5-Dimethyl-4-(3-oxobutyl)dihydro-2(3H)-furanone",,"367.215177277416","1","9.44958333333333","447.502919841715"
"9.45_367.2152m/z","CSID1264793",,"M-H","C26H28N2","36.6","0","-7.59396750766366","91.3312155845749","100 - 29.2 - 4.1 - 0.37","http://nonlinear.com/redirect/outbound?p=chemspider&param=1264793","cinnarizine",,"367.215177277416","1","9.44958333333333","447.502919841715"
"9.45_367.2152m/z","CSID147054",,"M+FA-H","C19H30O4","37.6","0","7.93697389388865","96.6124538423707","100 - 21 - 2.93 - 0.305","http://nonlinear.com/redirect/outbound?p=chemspider&param=147054","(5S)-5-Hydroxy-1-(4-hydroxy-3-methoxyphenyl)-3-dodecanone",,"367.215177277416","1","9.44958333333333","447.502919841715"
"9.45_367.2152m/z","CSID20016206",,"M-H2O-H","C20H34O7","37.8","0","6.68097892380827","96.4339757057276","100 - 22.3 - 3.81 - 0.479","http://nonlinear.com/redirect/outbound?p=chemspider&param=20016206","oleandolide",,"367.215177277416","1","9.44958333333333","447.502919841715"
"9.45_367.2152m/z","CSID2865",,"M+FA-H","C19H30O4","37.6","0","7.93697389388865","96.6124538423707","100 - 21 - 2.93 - 0.305","http://nonlinear.com/redirect/outbound?p=chemspider&param=2865","6-Decylubiquinone",,"367.215177277416","1","9.44958333333333","447.502919841715"
"9.45_367.2152m/z","CSID30790786",,"2M-H","C10H16O3","36.5","0","6.98959930144539","90.1636569271242","100 - 11.1 - 1.18","http://nonlinear.com/redirect/outbound?p=chemspider&param=30790786","[(1S)-2,2,3-Trimethyl-4-oxocyclopentyl]acetic acid",,"367.215177277416","1","9.44958333333333","447.502919841715"
"9.45_367.2152m/z","CSID30791329",,"2M-H","C10H16O3","36.5","0","6.98959930144539","90.1636569271242","100 - 11.1 - 1.18","http://nonlinear.com/redirect/outbound?p=chemspider&param=30791329","(4S)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxepanone",,"367.215177277416","1","9.44958333333333","447.502919841715"
"9.45_367.2152m/z","CSID30791330",,"2M-H","C10H16O3","36.5","0","6.98959930144539","90.1636569271242","100 - 11.1 - 1.18","http://nonlinear.com/redirect/outbound?p=chemspider&param=30791330","(4R)-7-Hydroxy-4-isopropenyl-7-methyl-2-oxepanone",,"367.215177277416","1","9.44958333333333","447.502919841715"
"9.45_367.2152m/z","CSID30791605",,"M-H","C20H32O6","37.8","0","6.99231508906063","96.6846006950576","100 - 22.2 - 3.59 - 0.431","http://nonlinear.com/redirect/outbound?p=chemspider&param=30791605","(1R,2S,4S,6R,9S,10S,11S,13S,14S)-11-[(2R)-1-Hydroxy-2-propanyl]-3,7,10-trimethyl-15-oxapentacyclo[7.5.1.0~2,6~.0~7,13~.0~10,14~]pentadecane-4,6,9,14-tetrol",,"367.215177277416","1","9.44958333333333","447.502919841715"
"9.45_367.2152m/z","CSID30791606",,"M-H","C20H32O6","37.8","0","6.99231508906063","96.6846006950576","100 - 22.2 - 3.59 - 0.431","http://nonlinear.com/redirect/outbound?p=chemspider&param=30791606","(1R,2R,3S,6R,9S,10S,11S,13S,14S)-11-[(2R)-1-Hydroxy-2-propanyl]-3,7,10-trimethyl-15-oxapentacyclo[7.5.1.0~2,6~.0~7,13~.0~10,14~]pentadecane-3,6,9,14-tetrol",,"367.215177277416","1","9.44958333333333","447.502919841715"
"9.45_367.2152m/z","CSID389134",,"2M-H","C10H16O3","36.5","0","6.98959930144539","90.1636569271242","100 - 11.1 - 1.18","http://nonlinear.com/redirect/outbound?p=chemspider&param=389134","(6R)-6-Hydroxy-1,8,8-trimethyl-2-oxabicyclo[3.2.1]octan-3-one",,"367.215177277416","1","9.44958333333333","447.502919841715"
"9.45_367.2152m/z","CSID389390",,"2M-H","C10H16O3","36.5","0","6.98959930144539","90.1636569271242","100 - 11.1 - 1.18","http://nonlinear.com/redirect/outbound?p=chemspider&param=389390","1,6,6-Trimethyl-2,7-dioxabicyclo[3.2.2]nonan-3-one",,"367.215177277416","1","9.44958333333333","447.502919841715"
"9.45_367.2152m/z","CSID391445",,"2M-H","C10H16O3","36.5","0","6.98959930144539","90.1636569271242","100 - 11.1 - 1.18","http://nonlinear.com/redirect/outbound?p=chemspider&param=391445","(3S)-3-Isopropenyl-6-oxoheptanoic acid",,"367.215177277416","1","9.44958333333333","447.502919841715"
"9.45_367.2152m/z","CSID391461",,"2M-H","C10H16O3","36.5","0","6.98959930144539","90.1636569271242","100 - 11.1 - 1.18","http://nonlinear.com/redirect/outbound?p=chemspider&param=391461","(3R)-3-Isopropenyl-6-oxoheptanoic acid",,"367.215177277416","1","9.44958333333333","447.502919841715"
"9.45_367.2152m/z","CSID391740",,"M-H2O-H","C20H34O7","37.8","0","6.68097892380827","96.4339757057276","100 - 22.3 - 3.81 - 0.479","http://nonlinear.com/redirect/outbound?p=chemspider&param=391740","(3R,5S,6S,7R,8S,11R,12S,13R,14S,15R)-6,12,14-Trihydroxy-5,7,8,11,13,15-hexamethyl-1,9-dioxaspiro[2.13]hexadecane-4,10-dione",,"367.215177277416","1","9.44958333333333","447.502919841715"
"9.45_367.2152m/z","CSID4444406",,"M-H","C20H32O6","37.8","0","6.99231508906063","96.6846006950576","100 - 22.2 - 3.59 - 0.431","http://nonlinear.com/redirect/outbound?p=chemspider&param=4444406","Prostaglandin G2",,"367.215177277416","1","9.44958333333333","447.502919841715"
"9.45_367.2152m/z","CSID4444412",,"M-H","C20H32O6","37.8","0","6.99231508906063","96.6846006950576","100 - 22.2 - 3.59 - 0.431","http://nonlinear.com/redirect/outbound?p=chemspider&param=4444412","(11alpha,13E,15S)-11,15-Dihydroxy-6,9-dioxoprost-13-en-1-oic acid",,"367.215177277416","1","9.44958333333333","447.502919841715"
"9.45_367.2152m/z","CSID4444414",,"M-H","C20H32O6","37.8","0","6.99231508906063","96.6846006950576","100 - 22.2 - 3.59 - 0.431","http://nonlinear.com/redirect/outbound?p=chemspider&param=4444414","11-Dehydrothromboxane B2",,"367.215177277416","1","9.44958333333333","447.502919841715"
"9.45_367.2152m/z","CSID4445307",,"M-H","C20H32O6","37.8","0","6.99231508906063","96.6846006950576","100 - 22.2 - 3.59 - 0.431","http://nonlinear.com/redirect/outbound?p=chemspider&param=4445307","(4R,5S,6S,7S,9R,11E,13E,16R)-7-Ethyl-4,6-dihydroxy-5-methoxy-9,16-dimethyloxacyclohexadeca-11,13-diene-2,10-dione",,"367.215177277416","1","9.44958333333333","447.502919841715"
"9.45_367.2152m/z","CSID4765",,"M-H","C23H30NO3+","38.5","0","1.19142636275166","93.9705690160838","100 - 25.7 - 3.78 - 0.407","http://nonlinear.com/redirect/outbound?p=chemspider&param=4765","N-Isopropyl-N-methyl-N-{2-[(9H-xanthen-9-ylcarbonyl)oxy]ethyl}-2-propanaminium",,"367.215177277416","1","9.44958333333333","447.502919841715"
